iter	Logloss
638	0.2221208651
639	0.2220180018
640	0.2219209116
641	0.2218276855
642	0.2217048721
643	0.2215532464
644	0.2214743064
645	0.2213567598
646	0.2212331387
647	0.2210863634
648	0.2210190056
649	0.2208670596
650	0.2207438116
651	0.2206238292
652	0.2204852226
653	0.2203232118
654	0.2202542102
655	0.2200716608
656	0.2199009043
657	0.2197800875
658	0.2195817185
659	0.2193847253
660	0.2193034329
661	0.219150809
662	0.2190260172
663	0.2188921939
664	0.2187302346
665	0.2186867048
666	0.2186258238
667	0.2185538304
668	0.2184502524
669	0.2183417883
670	0.2181225262
671	0.2180073425
672	0.2178364701
673	0.2177194997
674	0.2176499969
675	0.2175015242
676	0.2173745744
677	0.2173063094
678	0.2171945228
679	0.2170983287
680	0.2170271094
681	0.2169021696
682	0.2168023708
683	0.2166513245
684	0.216542015
685	0.2164083559
686	0.216276097
687	0.2162025653
688	0.2161329954
689	0.2160065775
690	0.2158908451
691	0.2157855857
692	0.2156014265
693	0.2154593248
694	0.2154089622
695	0.2152997636
696	0.2151944834
697	0.2150673723
698	0.2148978316
699	0.2147955761
700	0.2146394207
701	0.2145833063
702	0.2144495576
703	0.2142976407
704	0.2141723173
705	0.2140994995
706	0.2139307697
707	0.2138058081
708	0.2136617053
709	0.2135443898
710	0.2134805699
711	0.2133656808
712	0.2133170842
713	0.2131598103
714	0.21308549
715	0.2129709348
716	0.2128964342
717	0.212801486
718	0.2127361347
719	0.2126184728
720	0.2124927926
721	0.212419514
722	0.212329846
723	0.2122283267
724	0.2120989701
725	0.21202122
726	0.2119197943
727	0.211852666
728	0.2117628863
729	0.2116520957
730	0.2114932576
731	0.2113863254
732	0.2112872471
733	0.2111796521
734	0.2110417447
735	0.2109327249
736	0.2107819726
737	0.2106530792
738	0.2105356501
739	0.2103927051
740	0.2103105914
741	0.2102074886
742	0.2100971185
743	0.2100013614
744	0.2098784447
745	0.2096581898
746	0.209533467
747	0.209389987
748	0.2093008486
749	0.2092397365
750	0.2091214531
751	0.2089969344
752	0.2089038339
753	0.2088173693
754	0.2086524898
755	0.2085816576
756	0.2084748479
757	0.208354676
758	0.2082029989
759	0.2081034039
760	0.2079545853
761	0.2077958706
762	0.2077315474
763	0.2076327456
764	0.2075481352
765	0.2074949628
766	0.2073895282
767	0.207293018
768	0.2071718191
769	0.207026612
770	0.2069113837
771	0.2068361203
772	0.2067236899
773	0.2066015503
774	0.2064912631
775	0.2063497649
776	0.2062613096
777	0.2061249763
778	0.2060470889
779	0.205917401
780	0.2058209597
781	0.2056584929
782	0.2055826544
783	0.2054855604
784	0.2053164209
785	0.2052298415
786	0.2050881192
787	0.2049712281
788	0.2048221235
789	0.2047235968
790	0.2046304062
791	0.2045701214
792	0.2044783189
793	0.20437471
794	0.2042419391
795	0.2041349749
796	0.2040283455
797	0.2039637546
798	0.2038318372
799	0.2037418803
800	0.2035736543
801	0.2034489023
802	0.2033474052
803	0.2032129473
804	0.2031442031
805	0.2030009236
806	0.2029167436
807	0.2028272145
808	0.2027812344
809	0.202694419
810	0.2026308853
811	0.2024899645
812	0.2023775182
813	0.202312034
814	0.2021589153
815	0.2019897822
816	0.2019034602
817	0.2018273163
818	0.2017640803
819	0.201694866
820	0.2015608009
821	0.2014723785
822	0.2013427014
823	0.2012656247
824	0.2011849836
825	0.2010801459
826	0.2009683147
827	0.2008521425
828	0.2007205965
829	0.2005932971
830	0.2004696239
831	0.200351423
832	0.2002759164
833	0.2002191997
834	0.2000707113
835	0.1999601361
836	0.1998906215
837	0.1998038721
838	0.1997355977
839	0.1996732359
840	0.1995725085
841	0.1994826982
842	0.1993783292
843	0.199203991
844	0.1990956043
845	0.1989734998
846	0.1988717573
847	0.198727131
848	0.1986746365
849	0.1986056716
850	0.1985575488
851	0.198450693
852	0.1983697166
853	0.1982998382
854	0.1982063709
855	0.1981080315
856	0.1979578122
857	0.1978980874
858	0.1977780081
859	0.1976500685
860	0.1975401544
861	0.1974328235
862	0.197317395
863	0.197221875
864	0.1971016657
865	0.196999309
866	0.1969408786
867	0.1968636969
868	0.1967525808
869	0.1966947812
870	0.1965969817
871	0.196485175
872	0.1964135354
873	0.1963467427
874	0.1962429331
875	0.1961261534
876	0.1960279446
877	0.1959411283
878	0.1958384501
879	0.1957880609
880	0.1957146687
881	0.195622678
882	0.1955020467
883	0.1954119074
884	0.1953347005
885	0.1951348145
886	0.1950753517
887	0.1949949517
888	0.1948938017
889	0.194775137
890	0.1946822555
891	0.1945409049
892	0.1944357519
893	0.1943361922
894	0.194229226
895	0.194122226
896	0.1939916277
897	0.1938918238
898	0.1937544839
899	0.1936243572
900	0.1934837908
901	0.1933979946
902	0.1932443836
903	0.1930902293
904	0.192995974
905	0.1928646043
906	0.1927399458
907	0.1926346141
908	0.1925544985
909	0.1924572901
910	0.1923346721
911	0.1922421157
912	0.1921208193
913	0.1920502693
914	0.1919711107
915	0.1919038989
916	0.1917859975
917	0.1916919858
918	0.1915931388
919	0.1914807787
920	0.1913631893
921	0.1912534126
922	0.1911561069
923	0.1910483057
924	0.1909343558
925	0.1908914494
926	0.1908016818
927	0.1906904904
928	0.1905962234
929	0.1904890734
930	0.190425997
931	0.1903404799
932	0.1902602312
933	0.1901259519
934	0.1900251149
935	0.1899228424
936	0.1898085584
937	0.1897452911
938	0.1896765138
939	0.1895310103
940	0.1894511545
941	0.189378398
942	0.1892720408
943	0.189141345
944	0.1890319314
945	0.1889595077
946	0.1888647306
947	0.1887961106
948	0.1887404429
949	0.1885831785
950	0.1884738833
951	0.1883838202
952	0.1882880388
953	0.1881986913
954	0.1880945508
955	0.1880413393
956	0.1879264515
957	0.1877912903
958	0.1876724173
959	0.1875687177
960	0.1874866291
961	0.1874200826
962	0.1872903278
963	0.1872017034
964	0.1870391284
965	0.1869417666
966	0.1868628564
967	0.1868029907
968	0.1867104765
969	0.1866360625
970	0.186573306
971	0.1864643101
972	0.1864069836
973	0.1863605233
974	0.1862721724
975	0.1861925018
976	0.1861070856
977	0.1860451703
978	0.1859364061
979	0.1857951442
980	0.1857260224
981	0.1855981433
982	0.1854807417
983	0.1853823549
984	0.1853335249
985	0.1852480127
986	0.1851461951
987	0.1850798398
988	0.1849841714
989	0.1849057537
990	0.1848499166
991	0.18479919
992	0.1846521444
993	0.1845460759
994	0.184370381
995	0.1842528551
996	0.1841726082
997	0.18409736
998	0.1840468568
999	0.1839705347
